user_id,bayesian_rating,appid
nicholasHo,6.0,161417
Ramsey54,8.0,31594
nosdok,8.0,66056
Roydsy,3.0,140829
Flyboy Connor,4.0,182189
Delphi,8.2,28143
Clive65,5.0,2243
gipf66,9.0,478
Teukku,4.5,28258
spawn828,7.0,172225
Ricknub,7.0,62871
h2201430,7.0,11971
zaleznawpodrozy,8.0,36218
DewDewDrinks,5.0,90
kevinwho,2.0,764
stephaneliem,8.0,201808
D Beau,5.75,32484
jags,7.5,157354
Cdr Jameson,8.0,268864
DisasterAiR,8.0,432
Gelatinous Goo,8.0,97842
SolusLupus,7.5,106753
Bilib,6.0,34635
Camblorete,8.0,1115
ebm_plays,9.5,121921
asherd,8.0,46213
lunabathory,8.0,205637
Cyanyde,7.0,99120
camifran,7.0,276894
Dilliard,7.0,30380
Kaspi,6.8,171339
H4msterbacke,5.0,214
6KaNe66,9.0,67
aragorn,6.0,4878
j_mook1025,8.5,101721
DanAbraham,10.0,31260
Cecrow,8.0,65244
santiagodn,8.0,25821
mdp4828,6.0,300
Bruteman76,7.0,815
heeyongk,6.0,320
hotshoe918,6.75,73472
BakaLogic,8.0,150376
Furunkulus,7.0,466
thenyn,6.0,181
alexmvss,7.0,171131
Yooblette,7.01,97903
Sunscorch,7.0,91536
tdscott390,8.0,3085
xenotrauma,8.0,103343
SGrant89,6.0,199042
mortee50,4.0,2296
Sparthan,3.0,15817
cube,7.5,209863
Dalor,6.0,66188
P0isson,6.49,134726
stlzbgg,6.0,16992
yakos,8.0,285775
Geeken,7.89,176334
shinobu,7.0,24827
hockeyjones,1.875,13713
Aradene,8.0,39856
Cristiano,7.0,3685
DauntlessK,7.0,3076
backtoyoujim,6.0,65244
NateTGreat,6.0,226610
makhpiya,7.0,266524
zaxxed,8.0,123540
Lurca,9.0,2511
Brygmann17,8.0,151247
EndrewWK,6.0,155624
Mascoll,8.0,150376
Boss Trojan,6.5,4984
Sean Campbell,10.0,173200
Baucis67,7.0,129622
Lady Lori,6.0,22347
andromedemiboy,6.5,154906
TomVasel,7.5,303057
TrevG,8.0,216865
Quallerino,8.0,54043
Roke,7.0,182340
tathta,8.0,40834
pikabud,8.0,102652
ma8rlw,8.0,102794
EMB1980,5.0,28224
cooperflood,5.0,146021
landcsf,8.0,79828
dordas,8.0,55253
Lars Vogt,8.5,54998
mommameeple,9.0,217362
Jesussan777,5.0,176494
QuixoticQuixotic,4.0,163
Sharga,10.0,123540
KapitanAfrika,8.0,3955
chardris77,6.0,110327
MichaelNorris,7.5,29368
Yman,1.0,276022
JohnBandettini,7.0,618
VeaaC,7.0,27364
Rowdy99,5.0,146735
sumo,8.0,836
kingdomcm,10.0,179172
Tetragrammaton,7.0,181304
mrdrofficer,8.0,190082
8bit Geezer,4.0,3837
Gridsandstuff,4.0,193308
forza_sge75,8.5,152470
AaronPound,7.0,115233
blipt,9.0,31594
afrancis82,9.0,12
vanmith3555,6.0,183394
scuudz,6.5,30658
zenorogue,8.0,68448
halmakoenig,7.0,1198
BNgK,5.0,55820
belyakoff,5.5,68425
Tripaxid,6.0,1917
Dopeski,7.0,25823
Dine on a Kiss,10.0,175199
gbmorris,7.0,124172
sproaticus,7.0,10653
Robrob,6.0,3201
Aneirin,6.0,65907
kerrhaydock,6.0,43443
karthiksetty,8.0,163967
comradejon,7.5,5
wolfman69,7.75,139033
Redbeardin84,5.0,2425
HannibalKing87,7.0,245654
arnold3k,7.0,1294
jdkilby,6.0,147949
stanikubi,9.0,279254
amusedleg,8.0,5206
100rk,5.0,103649
Giry Kiry,7.2,31056
Jammingamer,8.0,128621
Gregarius,8.0,143741
TomTube,8.0,269144
montben,5.0,2281
Calvin_K,8.0,225167
MartyOne,8.0,132531
philreh,3.0,15175
Jax78,7.0,8203
Dscarecrow,7.5,175324
chrai,6.0,174570
Jedaye,7.5,230802
doumbfounded,10.0,104162
Nephilim,6.0,33876
neuhausr,7.5,590
Der Ansturm,7.0,160418
mhuggins123,9.0,120677
tempus42,5.0,1293
ebonecircus,9.0,178900
stoneart69,6.0,70512
GordonHua,5.0,117959
Araeth,7.0,83330
madhatter,7.0,4390
andeh37,7.0,183880
aristidescostajunior,10.0,96848
irveline,6.0,171273
arisep,6.0,1927
hellbrokeluce,5.0,218603
adrian__blanco,8.8,124742
trevoroakes,7.0,28143
elqueaprende,6.0,1376
gbwarren,8.0,148228
KWagle,6.0,194655
Duffmansgames,8.0,54043
stebourd,8.0,13301
CaptainJax,6.5,32333
FunLightDog,7.0,223855
borisyankov,7.0,129736
sokolll,4.0,9559
Kallianira,5.0,192
mikestoi,7.0,655
KPBoateng,7.0,137290
eyeplay,7.0,25669
cyberbob666,8.0,97207
sissouvic,8.0,117959
ChrisP_53,9.0,198994
shingoi,7.5,47
Americanadian,8.0,123260
Richardbliss,6.0,8041
AThomason,5.0,11
Pastin,8.0,40834
BinMei,6.0,54
hippibashr,5.5,183880
pchilton2002,4.0,3018
JudeauWanabe,7.0,256382
Strategos Memnon,7.0,170216
aandjso,7.5,191438
Kwenami,5.0,153999
tophermurr,7.0,2294
gotohekcell,6.0,3
nevhir,5.0,222145
Kosmonaut,7.0,5941
CirrusPaxton,8.0,40692
iMisut,6.0,254088
Stijn Denoulet,8.0,28720
Keatus,7.0,172
jgheinlein,8.8,161936
thegermwar,8.0,230244
william4192,8.0,37683
Worf68,8.0,472
Zwario,8.0,35052
vilovian,7.5,129051
Dean Bud,7.4,127398
kruck,9.0,20551
narve2,8.0,199478
texz,7.0,28025
achall615,7.0,14996
GZUZROCKS,7.0,46213
gr9yfox,7.0,118695
diometes,6.0,153938
carpet2004,10.0,37111
Tigervamp,7.5,93540
un4giv3n,9.0,104006
Speedemon,7.0,822
negatrev,7.5,133038
hooblerd,7.0,35052
boyyiyi,7.5,34219
TwiggyAK,4.0,205418
odd_duck,4.5,7688
PaleCheshire,6.0,4105
wortavin,7.2,113924
broggi,6.0,224783
EnderLanik,9.5,16933
ZargonDDG,4.0,36811
rowdyray,7.0,174570
olisigurds,10.0,174430
Kris_DW,8.0,228390
robak,5.0,77423
Windrant,5.0,1536
brutusbear,8.4,132372
le rabouin,7.0,14996
Robuzz,6.5,129437
CoolBreeze42,7.0,69789
CHeMiCaL,7.75,2507
hazelnutman,8.0,147949
cbrua,5.0,1149
blackcondor,7.5,163412
Shadowthr0ne,7.5,203417
zetseui,8.0,93
JimF,7.0,21050
Fiamma,9.0,77130
Magic Rat,5.0,21613
whalawa,8.3,62222
theatre steve,4.0,2225
JohnnySchmaser,7.75,136440
damkalloh,6.0,256788
samus5678,9.0,28143
Lan2711,9.0,173346
gujane,5.0,171668
rahnawyn,6.0,10547
simon88,6.5,34635
PatomaS,7.0,153
Mack1993,6.0,268890
Daldal64,7.0,167270
jquadman,8.1,37196
eragorn,6.0,23181
rtyfghvbn,9.0,198928
arjones42,7.0,54043
Calaminus,7.0,3076
Shinyumo,8.0,209010
Mountainhawk,7.5,174611
gjjaros,7.0,178984
LordBoard,7.5,40793
Magnet Boy,4.0,37111
rehael,7.0,37728
emike,8.0,910
civil,7.4,171
shacboi,7.0,140
ernstgeoff,9.0,205637
illwill,5.0,2987
emilyphi,6.0,40692
jronald,7.0,8946
Gidmaster36,5.0,86073
AdmiralGT,8.0,10547
dwskoog,7.0,27588
bigreddog,8.0,172818
conan51,8.0,128882
Donno16,7.0,1111
Rothemeister,7.0,160477
dte42,9.0,91
gollygolly,5.0,53953
Inquisitor Eisenhorn,3.0,1297
Naebird,4.0,124742
wa11eye,5.5,91536
penfy,6.0,72420
katsulas,5.0,150376
karingamer,6.0,127398
KTSlayer,9.0,209010
crankypants12,7.0,154203
Sakke_af_Lindh,6.0,188390
Disclaimer9,9.0,30549
jttm,9.0,9216
Radiation_King,7.5,150
Misha99,7.0,143741
Daddyleglonger,8.0,196340
JeeGoodBeer,8.0,224783
Almighty Dave,7.0,41627
fiendius,6.0,1258
Ironman2140,9.0,270971
snemo,8.0,217861
Blueire,4.0,274533
gx19850605,7.0,110327
Hans838,7.0,9237
Bornsleepy,6.0,116
ste_peterpan,8.0,3766
Caviness,7.5,199561
Agie2012,8.0,246192
Georg007,7.0,20437
Lord_Helmchen,7.0,372
Dagon1349,9.0,40270
Kheotour,7.0,262712
Fuzzypickles,5.5,205637
chrila,6.0,143981
nymbleshanks,7.0,170771
sthforever,7.0,123540
jesionek666,10.0,2651
Jim Marshall,8.0,822
fumita,4.0,45
rpatwa,2.0,214899
mtgchamp,7.0,9139
Finstar,7.0,4529
bykkarn,7.0,163413
Disreputable,8.0,22545
Spinachpuff,5.0,198454
Michilele,7.9,157354
Serbitar,9.0,170216
rixonjm,10.0,12333
Scotty_Bomb,5.0,242
Gorgonite,6.0,173346
skcormot,9.0,46213
mariop715,7.5,209685
Sputnik Monroe,7.0,35815
Pawkkie,8.15,263918
theromulans,5.0,222514
Zerimar,8.5,187617
Linked Grest,9.0,77130
Bastoche,7.0,140
OldPeculier,4.0,915
Primeevil,7.0,6795
2bit,8.0,181501
zavijahbeta,7.0,232832
Ao_qc,7.0,191051
Duncan01,9.0,35035
Tolis21,6.5,789
Eclipse129,8.5,15987
McBamf,8.8,97207
TheVGMole,9.0,70323
papasnewbag,6.0,27225
orkan68,9.0,15062
NeoTiger,8.0,124361
The Gamester,2.0,1578
boffotom,7.5,632
KristopherHickman,7.0,68448
Freakyfelon,8.0,220224
Theater of Magic,8.0,1339
juanrebo,4.0,165302
Msrrick,7.0,155703
MickM,7.0,21947
mduehr34,6.0,39953
belilula,9.0,148949
avesan,8.25,62219
lyxhope,6.0,130729
darwalker23,6.0,192458
TheSnowBank,7.0,168054
AesopDoom,6.0,41
FryderykF,6.0,188834
SunSunny,10.0,216132
Aghast,10.0,458
dannervioso,8.0,93
ShadowBaker3,7.0,131357
SeriousOmz,6.0,256877
TheCrow,10.0,1568
graysondc,6.0,136056
hotspur,8.0,1608
jbeerdev,8.0,33759
BigDon,8.0,265226
esbenaf,6.0,65244
jordipereira,7.0,43015
kermitz,7.0,2507
ddavewittmann,7.0,265736
Vitolas,1.0,1406
dragon34,7.0,13052
Gi_Baja,7.0,6472
TwoGoldDoubloons,7.5,14996
VicGlorious,6.5,200853
graudogg,8.5,163412
Edenbeast,9.5,68448
IMCarnochan,8.0,129320
averagerating,5.54,1150
aTomm,8.0,1033
dsudkamp,7.0,320
lmdrsk,5.0,123540
behemoth32,10.0,128882
catosulla,8.85,5357
gab4tac,10.0,17449
sjhallinan,9.0,18602
tazz,7.0,184491
Mosley,9.0,116998
Szmoli,8.0,191597
smith98052,8.0,10547
GhostRabbit,7.0,3076
cblack0215,8.0,55427
Gdau,8.0,174430
mrowka,7.0,32341
mbheflin,7.0,92415
Torquin,7.5,20437
mstalker,9.0,283948
Arnlyon,4.0,146508
ruzzola,7.0,478
zugman,7.0,5939
jchill7,5.0,17226
Ozonid,5.5,103343
Krshna,8.0,9209
evanbrooks,4.0,586
hakuus,6.0,180564
Milten,9.0,104363
DavyC,8.1,109276
Sigismundoh,6.5,204583
casualgod,7.5,216132
stayman,3.0,9342
Feztacular,6.0,107829
rickwar,8.5,27162
Indy500sr,8.0,27588
Timobe,7.5,204583
agrowander,7.2,173047
Achmard,7.0,126163
duo1733,8.0,176920
Jeff_B,7.0,4079
Viciouspossumgames,7.0,160851
Phantom Load,7.0,65244
DonSatur,5.0,2223
hoolyan,7.0,201808
ScottM217,4.0,5749
halcy,9.0,179275
GT40,8.5,170216
jbhuter6041,1.0,32682
MichelleOH,8.0,31627
joao_magno,8.0,21763
Fuser,10.0,63888
nedslardy,2.0,2356
BarbolRondador,7.9,80771
kingspawn,5.0,163166
osu_bry,5.5,40432
fortiche,7.0,37907
Jimmy_Needles,7.0,113294
TerribleGameReviews,5.0,1219
FerociousLion89,6.0,1260
Nath1975,7.0,54625
Epicurean,7.0,95103
hanabi11,7.0,3041
shaugville,7.0,21550
RanmaChan,9.0,30549
january31,9.0,62227
ricardochriste,2.0,11
nedpatrick,6.0,18905
Bryan_Fury,6.5,30957
murphy69,7.0,71836
Codeacious,6.0,209778
happy3000,7.0,230383
warder57,6.5,283355
Matthew_Eklund,5.0,36218
Cernbay,5.0,154904
cwarrington,8.0,257067
Kakiri,7.85,9209
Emsdad,7.5,43443
qrux,7.0,883
lessger,7.0,158899
Heiko Doubleu,8.0,142079
Ill_TheKing,7.0,131357
Gemelli23,6.0,39463
Gregovski,7.0,1544
floydsen,9.0,1219
Moondraco,6.5,131241
luke841,8.0,555
greidenb,8.0,714
Arsenalmylove,8.05,194655
Sewerin,8.0,176189
weezeral,5.0,17119
arisuomi,7.0,126042
vampb,7.5,788
barber,4.0,218957
POvidiusNaso,7.0,249
phorment,1.0,3409
Thedarkside92,8.8,174430
KingsElite,7.0,229853
cambast,9.0,822
Recycleur,8.0,57925
gorf,8.0,287693
vfeight,5.0,65814
Yellow1,6.0,153318
DSRC,9.0,73439
Magnus the Blue,6.25,12632
abejomayo,6.5,131357
Yairt,8.6,126042
scoutgamer,7.0,1219
Eikonteam,7.0,1608
Swimmaster,6.0,122522
ponchera69,9.0,266192
Robertstoop,8.38,236457
GeroDj,7.3,185343
Praxus,3.0,98242
super5tar,9.0,221194
aypexa,8.5,221194
Alexngui,8.3,183394
willf,8.0,129437
JJ Sino,10.0,71671
LookAtTheBacon,7.0,199792
xhy20071998,10.0,36218
Gwfalcon,5.7,4288
MarcoGreen,8.0,123499
jordanpg,8.0,69789
fghfdhgdf,6.0,432
Thunkd,7.0,18602
Foteini,6.5,7804
Meridas,7.0,209685
chaschen,9.0,551
Haffner,7.0,27385
SopArt PL,7.0,158899
Lifestyle80,8.0,66362
azeem,9.0,216132
everettlane,8.0,9209
underdog,7.5,250458
dakerr,9.0,249381
dawattsjr,2.0,181
judaskgb,9.5,175640
People with Meeples,7.0,142402
seanhansen,7.0,9209
beezle,8.0,291
exhar,6.0,2281
S.K. Lator,6.5,380
SlateWrecktum,7.3,227171
chloeroxymax,8.0,2453
zachhorn117,9.4,161533
MaNy_HacK,10.0,146508
DrFunkyBeats,6.0,136063
parubeto,6.0,148575
ziyddwh,7.0,175549
Fruchtzwerg,8.0,244711
Suprsim,7.5,178900
punz,6.5,22545
Senor Swanky,8.0,171
Littlehopeman,9.0,173064
Von Falkenheyn,8.5,9609
secondofthenew,5.0,197376
santac,7.5,822
spiffodude,7.0,126163
SemiRafista,7.0,157322
karlmachi,7.5,31260
mmayhill,6.0,157969
psyllogism,7.0,34635
montgoss,5.0,2223
tboley,7.0,48726
fenwic,6.5,13478
samasmith89,6.0,41114
altair79,7.0,150658
berandy73,8.0,192802
Gurnikan,10.0,3565
Paraprosdokain,5.0,1294
dcorbin13,8.0,46
MikeDurham,9.0,163920
LiliJoe,7.0,1927
jurpque,5.0,188
K_I_T,7.0,22287
chrisdk,6.0,278
timiras,8.227,144344
CDGamer,8.0,125678
dratz,9.0,128996
Biondi,8.9,230802
Stormbull,6.5,9440
johnjahn1963,10.0,260428
Benjooo,8.0,165722
jordan3491,10.0,48726
freechinanow,6.0,244115
Munch857,7.0,157969
chocoworm,6.0,29223
narvs,8.0,104006
theras2000,7.0,231581
lorddillon,6.0,624
Lancedeleau,6.0,43868
Ruben3,7.0,25669
andrewflansburg,8.3,40692
slyde,8.0,251247
pnutbutterjesus,10.0,171
blinks,5.0,242325
Cwlvyn,7.0,712
Omar_Bang,5.5,19237
spatten,10.0,18485
Thies,5.0,32014
Sgtgrimm,6.0,37046
Machia,7.0,131366
savrick,8.0,54043
Blacknightjj,5.0,2921
DarthRandal,8.0,2115
joepinion,4.0,50381
derekbell,8.0,46
Ziro0,8.0,253185
HanGesolo,6.22,122522
fruatta,10.0,31260
DSAdigits,5.0,282171
Blue Giant,7.4,171623
Zinnia,7.0,52461
duponter,7.0,241266
Junier,5.5,146278
moss_icon,9.0,20133
herrmann,6.0,18127
zeusofarc,8.0,276025
n0rd1ca,6.0,36599
gevati,8.0,50
Sy1arCW,9.0,2651
Blasfemist,10.0,174430
SebastBobaJones,7.0,124372
brentybrent18,8.0,113401
IceScrat,7.5,90419
KingJames88,6.25,156129
AWS260,9.0,4098
menegosoft,6.0,277902
alexriot,8.0,164928
Capo,6.0,2972
fvdm92,6.0,215918
hyperagent,7.0,198487
meimtheone,8.5,237182
Rodego,6.0,131260
Godfella,8.0,31481
Apparatus,6.0,24491
pyduc,7.0,259069
Oasis,6.0,136063
FatherDagon,7.0,40834
wlmeadows,8.5,166158
Doel,6.0,112692
vuis,8.5,177736
JohnnyDollar,3.5,28086
McKell,7.0,122701
jbrhymer,8.0,13
Tall_Walt,7.0,118
mherdad,7.0,150658
Railhead Mike,6.0,66
ChangoPerro,6.0,40692
Crow1307,7.05333,112373
sjostrand,7.0,805
petersum,6.0,1198
calebovitsch,8.0,37111
malarrama,6.0,4174
jenkins143,7.0,10547
Yman,7.0,138161
Dammen,7.5,173761
CutmanZ2113,8.0,74
thestaszek,3.0,30549
Berghman,6.3,50750
ernus,8.0,41114
Robbwith2bees,6.75,131325
stiless,7.0,559
Klystus,7.0,157969
rhora12,5.0,8102
xdisciplex,6.0,811
vincedicetown,9.0,40793
Biocontroller,7.0,136280
Egg Roll,5.0,127023
JensFL,6.6,7804
hyperinactive,4.5,169984
Fabregus,6.5,15832
AbianKO,10.0,31260
Zoracalypse,8.0,37111
henriquealas,4.0,70323
Gaminguru,8.0,193738
elimarx,9.1,38453
ravndaneels,9.0,187645
LucaLeoncavallo,9.5,172386
uncle_sean,8.0,160499
Drab77,3.0,157969
timkrysko,7.0,201808
Mosse,5.0,8593
cwj2102,3.0,3495
fit_derek,8.0,9217
NicholasIII,6.0,854
VanChronos,8.0,124361
610jajaja,7.5,2651
lhapka,8.0,18100
ASSaali,6.0,218920
brandonmoon,6.5,245271
savantt,7.0,121408
JrStrange,4.0,9227
hipskin,9.0,205637
Masterdo,6.0,141653
Txakata,7.5,217372
garg,6.0,3931
SaraCV,3.0,292032
Almighty Dave,5.0,1927
SquarePegIX,7.0,54
Seany4,7.0,203427
aristid,7.3,267
Eldon Tyrell,7.0,156129
wolffood,7.0,31260
petercockroach,8.5,126042
railbaron,8.0,41
DDPage,6.0,18289
jakare,7.0,503
Macker17,7.0,9209
Pepe-Khaine,9.5,126163
DreamBGCollection,6.0,1382
Taek,6.5,43111
paulclarke339,4.0,8045
radynski,6.0,74
dazzling,7.5,215842
Curtis Anderson,5.0,624
z10n x,6.0,150605
wowbass,8.0,148228
Maccyn,6.0,8730
Bamabookwyrm,8.0,191231
pistilli,8.0,227545
nerdination,8.0,1294
Zennla,3.0,65244
nawhki,7.5,155624
davidme,9.0,152241
bradfountain,7.59875,68448
uveemebe,7.0,9674
Roberto74,10.0,4192
Jake11Simon,8.0,4255
prael,4.0,1711
Frederic_Pascal,6.5,24826
THE_MONK,7.0,124361
ineluki,6.5,2600
kgnunn,6.0,550
sarajane10,7.0,143986
Chase87,6.0,188834
mi_de,6.5,5312
ThisisRodrigo,10.0,62219
iemanatemire,8.0,31260
Sabathius42,7.0,37111
dmwmpr,8.0,223855
SnoopyThe3rd,9.0,199478
yuripp,6.5,62871
Konraden,7.0,10630
Rubius,7.0,62871
DarkS0uL,8.0,146228
ahn sung jun,7.4,181687
alexjia,7.0,13
Phelonius,7.75,143693
Mareks22,6.0,275870
dakeyras7,6.0,96848
smithnewz,5.0,9464
Shuanne,8.0,126042
polychemist,6.0,24068
Re4isnumber1,7.0,254640
ahalavais,8.0,2655
Daniel Portugal,8.0,891
Giorgiarelly,6.0,2452
mayu1989ant,6.0,129622
thepackrat,6.5,13308
rabit71,6.0,1964
Kolinski,8.0,41933
whlheart,4.0,215469
Finn Krogstad,3.7,244522
Prokasu,7.0,77423
possaw,8.0,124742
psson73,8.0,127023
Vincent_V,6.8,119391
zaratustro,5.5,4218
robinh,2.0,10283
cactusyote,10.0,174430
jgunnz,9.0,194607
Olfaktille,7.0,138161
Mexpaulopc,9.0,100901
dyfrgi,3.5,3955
Trueknight64,6.5,182134
Razor84,4.0,100423
Kurish,7.0,152162
prrt949,7.0,28143
cratex,6.0,7717
sid1294,5.0,164153
lennster,8.0,150
Laboworker,4.0,29972
elitontanis,8.5,147151
Cantatta,9.0,187645
l4365fight,9.0,174430
Scoozi21,8.0,289601
Lauron The Dark Lady,8.0,124361
sweetsweetdoughnuts,7.4,161943
npburn01,8.0,36235
Larry Welborn,10.0,586
migeloo,7.0,122515
FCWookiee,9.5,164153
maca1066,6.0,141423
jsorva,5.0,9220
teddz,6.0,219621
areshishi,9.0,127060
Vivace01,8.0,266192
Alashar,6.0,9912
Vegas King,9.5,10630
thomasgowen,5.0,2795
normajean82,7.0,181
jemouff,6.0,143515
Laxity,8.0,100423
kevintlee,6.5,15512
theoriginalcoleman,9.0,178900
ErniRulez,8.0,178900
domus_ludorum,7.75,163474
neferett,9.0,70149
moezel,6.5,143741
RamMegiddo,7.97,193738
enika,6.0,153938
tribalsoul,5.5,2223
rainyl,6.0,1294
refat,8.0,221107
jatang,7.0,83667
tondemoblau,7.0,146
rayzor6,7.0,3228
Nikola357,8.0,70323
matt_wendling,5.0,3699
captaincomic,6.0,148951
Joseph 6,6.8,29368
alphafox,6.0,34450
airo,10.0,173346
Fneup,6.5,170
mosesgunn,7.7,43443
joeboo101675,7.0,13879
legeekcestchic,10.0,9209
Netdogca,9.0,160477
mhoehener,8.0,225694
dinasemrys,6.0,153938
TinuZ,7.5,822
Gryffone,5.0,432
gifforddale,8.0,2955
pi_pi,6.5,2243
McClou,6.0,153938
wintertriangles,6.0,122599
Duglis,1.0,2921
Angelus26,9.0,138161
Dianthus75,8.0,163412
Sonnie,6.5,16992
demoze,6.0,13
Arbeyu,8.0,233867
Albatrocity,8.0,110327
SparkValor,5.0,38553
Stephan Valkyser,6.7,118610
matiez,8.0,192291
ayo23,7.0,268543
crandall,7.75,8125
asaarto,7.0,181279
OxKingJr22,7.0,68448
Pascal_,7.0,1198
Cartchamp,8.0,245354
thearkhammonk,9.0,117915
skaures,7.0,155827
Marzera,8.0,198707
Ronkkone,7.0,4218
fehrmeister,6.5,30057
Brutilus,6.5,142852
flope,6.1,54137
matthyzer,6.0,494
Dlinder,8.0,15512
Humbatz,8.0,244271
Chaudoreille,8.0,113924
YukiNagato,10.0,22827
emole,8.0,140620
Bearbottle,6.0,9609
ellyssian,9.0,38545
Suzy_89,8.0,209685
karvek,9.0,233078
GoldenSik,6.5,40692
Tulkas,9.0,240271
CT1001,8.0,31105
Xenir87,8.0,178900
butze,6.0,174785
ackiel360,8.3,63628
barbate,6.0,40425
knapsen,8.0,199792
BeerAndBoard,7.5,9203
Coren,6.0,128442
baconhax,1.0,96152
The Greek,8.0,208895
dpapinea,8.0,41114
Yokelbloke,10.0,222514
pusherman42,7.0,37196
carrollus,9.0,220308
WolfmanChina,8.0,27710
Grominet,10.0,188
zx80,7.0,1157
Leximancer,7.0,13
Guilhem,3.0,147020
joshuadix2,8.0,17329
Leppry_Khan,6.0,233867
Fishbulb,7.0,200853
aSoso,7.0,105
analisisalcubo,8.0,50
JoRed,9.0,185123
DudBug,7.0,218603
rpayne22,6.0,11
quasy,9.0,171
ledzep571,10.0,4299
cafeine,5.5,3384
Elwen,4.0,915
DrGlisten,9.0,12493
mrpricecheck,8.0,161970
Malle,7.0,68448
JinRoh,5.0,102548
rorysb,8.0,28023
Peter The Rat,4.0,154880
StarsStripesSparkles,5.0,63888
knipmood,10.0,174430
AO_Bercilak,8.0,171623
master_lin,8.2,35677
jondodd82,6.0,257726
rorshaq,7.0,13884
average_joe,6.89113,72
punkin312,6.0,904
nik592,7.0,174660
Woodcal,7.0,3
riverc0il,7.0,120677
Iktamer,8.0,3076
glitchhike,6.5,230244
jimshlif,7.0,398
Peloton,8.0,555
Rémido,8.0,34127
dannorder,6.0,5749
joe84,7.0,31481
helge87,8.0,1117
mlbcard,7.0,133473
aner1755,8.0,822
iansbach,6.5,122522
CrepuscularMelissa,6.0,82168
gnasche,7.75,43015
Svalan,8.75,17133
thewheat,9.5,12333
Chilr0y,6.0,146508
dreggoth,8.0,104006
dutchmadmax,7.0,40692
xombe,9.0,37919
Melosh007,8.0,2652
hellhammer2,7.0,38194
ninjadorg,7.0,1631
Morachidi,7.0,25669
Akroatis,9.0,171
Ardrosis,7.0,39463
grembinni,8.0,54625
JezUK,8.0,36218
Egwood,9.0,125153
iklinck,7.6,153497
sergiol8,8.0,230802
arpegio,6.0,205896
HenryFatass,8.0,172
shunterok,7.0,167513
drgnfli00,8.0,278297
Aaxor,6.0,141572
Rozenbotteljam,7.0,207898
Tolkana,9.0,220778
enavico,5.0,205125
lamas86,7.0,10997
Jaianto_robo,8.0,3183
rmcorrea,7.0,1042
robertschehl,7.0,146596
andexyle82,7.5,92828
shotokanguy,6.0,13347
Yoder,9.0,102652
Ermordung,7.0,130882
Gigue1973,5.0,18803
Bogdan_J,8.0,68448
firstfletch,6.5,191189
Melchior15,9.0,102680
Flavius,7.0,64
shwayne,8.0,167791
AsGSnak,6.0,171
Clage,2.0,203102
velvetcompadre,9.0,183394
Nexuus,9.0,128671
lsafran,7.0,130
Moofasa,8.5,12333
thanselm,4.0,9666
SteveFord,6.0,30241
dan_morey,6.0,160477
mactvdp,5.0,13
DukeofChutney,7.0,60131
Maxifly,5.0,105199
ryba555,9.0,40834
rondon_slk,6.0,2655
LexLudiMalacitana,6.13,271774
Peskall,8.5,170216
martinlamotheqc,7.0,2163
helminator666,9.0,175914
Adam K,10.0,68264
falcon66,8.0,4
Yaxchilan97,7.0,244654
rgjoon,6.0,96913
n_and,7.0,71
PatomaS,8.0,37111
chungka,7.0,15512
moonnoise,5.5,63268
Great Dane,6.0,162152
Valharik,5.5,92190
afifter,8.0,10947
Somebodyatthedoor,5.0,192458
Inuminas,5.0,29198
captainksu,7.0,223602
ginandcarrots,8.0,41114
Mxever7,8.0,230305
Hazur,7.0,129622
AdamNorthWest,8.0,284083
Atarki,8.0,157354
CBXZero,8.5,146652
BeeGeeGeeker,9.0,12333
DaveD,6.0,20865
Zaraotfin,6.0,162007
Whispy,9.0,84876
Bensunce,8.0,127023
grafpoo,6.0,40667
obrienjg,9.0,2163
earache,6.5,6569
Saetanigera,8.0,202408
scruffy85,7.5,126100
Dreaded,8.0,200680
Zencore,6.0,7538
edrift101,7.0,22532
Rivwelke,5.0,255633
Brome,7.0,147020
biasedisland,6.0,225910
APaladinInCitadel,5.0,3468
gregrich,8.0,20100
kenshinku,9.0,161936
Rtsimmons,8.0,160409
magicman6173,10.0,121921
kikedamaceno,9.0,115746
Darrizzle1979,9.0,120677
babuyama,9.0,7713
meeeowlet,8.0,124708
Squidcannon,10.0,233078
DeDaan,8.0,176494
gm416684729,10.0,3076
ExeN,7.0,171669
robcsi90,7.0,34084
murlacher,5.0,1258
Janiv,8.0,27173
lbarrington,9.0,25729
tveda,7.0,20437
includingtacos,8.0,108745
CHF_90265,9.0,25729
drowsyzebra,8.0,219513
j0ran,7.0,826
juanmijaen,7.0,111799
Orfilms,6.0,320
erak,4.0,34583
King Friday,8.0,15363
R3b0rn,6.0,3955
Stonefyre,8.0,287954
jollypirate,6.0,1221
ssummerer,6.0,1017
joewyka,8.0,66505
cypar7,4.0,2272
gametheory,6.0,199
SilentKirtash,8.0,271896
tredhed,9.0,103670
bankerl,7.0,189
uriens1981,9.0,2651
talex2,8.0,147151
thegordonshow,5.0,220547
DBraga2000,8.0,27746
Zoids,8.25,120677
Dmcguire1052,9.0,151847
irohrulez,8.5,35052
DaJackel,5.75,2392
SDW740,9.0,182694
MJT1,7.6,822
Nebresh,6.0,167298
rik.van.huis,8.0,101721
Cuakdarko,7.4,160958
HughSurname,8.0,9220
Kathleenlepirate,8.0,70919
GrogGamer,8.0,237
aglie,6.0,1475
Tribalbob,6.0,123096
